symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,risk_per_trade
BTCUSDT,long,2022-08-15,24208.438270000002,2022-08-15,23915.043545000004,stop,-1034.6106979391138,-0.012119523024481271,12,129.4152958176658,0.01
BTCUSDT,long,2022-08-15,24262.339,2022-08-15,24040.355295,stop,-771.5858748248053,-0.009149311820265904,9,110.47689643586028,0.01
BTCUSDT,long,2022-08-16,24225.293515,2022-08-16,24010.11073,stop,-742.2368825628216,-0.008882566680431081,7,118.1931734510599,0.01
BTCUSDT,long,2022-08-16,24119.56516,2022-08-16,23938.887725,stop,-620.3883197035481,-0.007490907642880518,13,87.88690495899904,0.01
BTCUSDT,long,2022-08-16,23912.004285,2022-08-16,23829.252425,trend_reversal,-284.4627788741388,-0.0034606827187594336,2,93.26224905214389,0.01
BTCUSDT,long,2022-09-27,19094.909465,2022-09-27,19063.012525000002,trend_reversal,-105.30388704073104,-0.0016704420651202367,6,165.16594568281423,0.01
BTCUSDT,long,2022-10-07,19990.641050000002,2022-10-07,19750.210180000002,stop,-983.9271530904537,-0.012027171584875207,18,51.30110288456656,0.01
BTCUSDT,long,2022-10-28,20247.655995000005,2022-10-28,20112.006670000002,stop,-541.4861128190821,-0.006699507589100651,7,61.92634032981662,0.01
BTCUSDT,long,2022-10-31,20613.323675000003,2022-10-31,20471.8461,stop,-551.0165900501406,-0.006863404331616363,4,48.376557698405804,0.01
BTCUSDT,long,2022-10-31,20561.045375,2022-10-31,20453.843145000003,stop,-415.71213653359894,-0.005213851146418147,2,45.360654445557515,0.01
BTCUSDT,long,2022-10-31,20432.132295,2022-11-01,20420.48326,trailing,-45.22098975100179,-0.0005701331036725987,87,90.94255371935579,0.01
BTCUSDT,long,2022-11-01,20499.7035,2022-11-02,20374.662095000003,trailing,-483.5288530054276,-0.006099668953748361,61,63.18721450890544,0.01
BTCUSDT,long,2022-11-02,20484.02001,2022-11-02,20381.142359999998,stop,-395.6988682521448,-0.005022336921648107,7,38.9731991982166,0.01
BTCUSDT,long,2022-11-02,20457.380110000002,2022-11-02,20349.649670000003,stop,-412.81998556059983,-0.0052660917195030965,9,45.54469966757973,0.01
BTCUSDT,long,2022-11-02,20468.77718,2022-11-02,20406.014994999998,trailing,-239.10319205510103,-0.0030662400810795853,5,40.681600570133384,0.01
BTCUSDT,long,2022-11-07,21010.077915,2022-11-07,20880.482225,trailing,-479.521866596687,-0.006168263179427758,6,65.80283884939838,0.01
BTCUSDT,long,2022-11-07,20867.674629999998,2022-11-07,20746.69321,stop,-447.92262868986444,-0.005797551578941573,6,55.641250221649166,0.01
BTCUSDT,long,2022-12-05,17011.218610000004,2022-12-06,16978.374180000003,trailing,-148.3062706077791,-0.001930751156221877,17,40.97349233019004,0.01
BTCUSDT,long,2022-12-06,17032.93113,2022-12-06,16948.878490000003,stop,-378.31699694499,-0.00493471378228949,13,32.7275066893731,0.01
BTCUSDT,long,2022-12-06,17031.208550000003,2022-12-06,16946.80161,stop,-378.07516485096744,-0.0049560158782745445,9,30.97558496584532,0.01
BTCUSDT,long,2022-12-06,16997.167565,2022-12-07,16970.16651,trailing,-120.58461942423726,-0.0015885620293348834,42,38.11196963596058,0.01
BTCUSDT,long,2022-12-12,17081.073235000003,2022-12-12,17143.02683,target,274.8834828546268,0.0036270317530779916,4,22.83791673733002,0.01
BTCUSDT,long,2022-12-16,17453.60119,2022-12-16,17352.242535,stop,-441.71833654689993,-0.00580732044330623,17,47.43464299194298,0.01
