variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,ETHUSDT/SOLUSDT,long_a_short_b,2022-01-08T21:00:00,3065.88,143.41,2022-01-08T21:30:00,3078.37,144.44,-0.003908333743702119,2,-3.5488239294548434,-3.5391317979917782,8.999745157714365e-05,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2022-01-08T22:00:00,3124.66,146.49,2022-01-08T22:30:00,3118.45,144.26,0.012435465877107888,2,-3.336408885104811,-2.5634069967459117,8.999745157714365e-05,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2022-01-13T13:00:00,3354.22,153.74,2022-01-13T14:30:00,3386.43,157.11,-0.013117296210652362,4,-2.5549708324768714,-3.0515023769639957,2.8605958547952426e-06,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2022-01-13T15:00:00,3313.25,153.92,2022-01-13T15:30:00,3301.43,154.95,-0.011059282094055467,2,-3.010390411431061,-3.4428438054552695,2.8605958547952426e-06,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2022-01-13T16:00:00,3306.7,154.51,2022-01-13T16:30:00,3301.27,152.47,0.010760908387026613,2,-3.0624393106343106,-2.361215981648082,2.8605958547952426e-06,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-17T03:00:00,3314.5,143.77,2022-01-17T03:30:00,3258.22,142.95,0.010476382353928249,2,2.5491677724217006,1.3204672203262522,6.0191465509105316e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-20T21:00:00,3173.51,136.16,2022-01-20T21:30:00,3081.34,132.21,-0.0007664371022811693,2,2.718345714818083,2.634508634306445,8.006673854575312e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-20T22:00:00,3089.14,132.56,2022-01-20T22:30:00,3061.02,132.05,0.0044555426822039616,2,2.5427668191151684,1.8594797274304442,8.006673854575312e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-20T23:30:00,3001.48,127.54,2022-01-21T00:00:00,3022.89,128.12,-0.003385554735133222,2,3.4712100253604463,3.576156614500613,8.006673854575312e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-21T00:30:00,3016.6,126.81,2022-01-21T01:00:00,2994.99,125.36,-0.0050707352361121,2,4.170140525189048,4.279963930513839,6.0485241091141315e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-21T01:30:00,2900.31,121.49,2022-01-21T02:00:00,2944.55,127.25,0.031357767710037975,2,3.9440227231683345,1.0921006358473697,6.0485241091141315e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-21T12:00:00,2812.53,118.79,2022-01-21T12:30:00,2777.89,118.07,0.005455196814861308,2,2.905441480762779,2.3155551019676315,3.389963195977658e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-21T13:00:00,2788.17,117.89,2022-01-21T13:30:00,2797.49,119.07,0.005866636419998761,2,2.665923977577566,2.0865093742156855,3.389963195977658e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T05:30:00,2495.56,104.29,2022-01-22T06:00:00,2488.41,100.51,-0.03417999742139797,2,3.1993098785608214,5.32824564893671,5.0984715629988304e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T06:30:00,2507.12,102.39,2022-01-22T07:00:00,2465.59,100.24,-0.005233320967029087,2,4.227956770884248,4.230301992179183,5.0984715629988304e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T07:30:00,2464.1,100.39,2022-01-22T08:00:00,2498.11,103.15,0.012890578579100165,2,3.8519642039331083,2.9171719607335973,5.0984715629988304e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T08:30:00,2469.37,100.95,2022-01-22T09:00:00,2461.44,100.99,0.0028075811641657075,2,3.346778472921735,3.0166171320087267,6.187700104554647e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T09:30:00,2389.01,97.11,2022-01-22T10:00:00,2405.53,95.18,-0.02758936753483818,2,3.3644781916567705,4.424849807868267,6.187700104554647e-05,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T10:30:00,2450.13,99.14,2022-01-22T11:00:00,2440.23,98.9,0.0008197828834683125,2,3.1773427568604213,2.980215534404024,6.187700104554647e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T11:30:00,2431.07,98.69,2022-01-22T12:00:00,2435.62,99.9,0.009589010182302316,2,2.8032069580051355,2.2798657979652406,6.187700104554647e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T13:30:00,2467.04,99.74,2022-01-22T14:00:00,2458.0,99.18,-0.002750287688127772,2,2.6874611565604014,2.678798154599167,6.187700104554647e-05,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2022-01-22T14:30:00,2418.65,96.04,2022-01-22T15:00:00,2391.74,94.78,-0.0027934921409726635,2,3.186901856343667,3.130225945362005,6.187700104554647e-05,regime_break
